booth_no,forms_received,location,area_covered,booth_level_officer,pdf_file_name
212,Form 6  Form 7  Form 8  Form 8A,"GURU NANAK KHALSA SENIOR SECONDARY SCHOOL , SECTOR 30 , (Room No. 24 ), Sector-30","RBI COLONY SEC.30A # 563 to 738, BLOCK A SEC.30A , SHIV MANDIR SEC.30B, LABOUR WELFARE CENTRE BUILDING SEC.30B, P YOGA DIVYA MANDIR SEC.30, SECTOR 30B # 1001-1042,NAMDHARI DHARAMSALA SECTOR 30",JOGINDER SINGH  AC F & A SECTOR 9,chandigarh_pdfs/w0010212.pdf
213,Form 6  Form 7  Form 8  Form 8A,"GURU NANAK KHALSA SENIOR SECONDARY SCHOOL , SECTOR 30 , (Room No. 25 ), Sector-30","BLOCK B SECTOR 30B, BLOCK E SECTOR 30B, SECTOR 30B # 1043 to 1265","PURAN SINGH  CFSL LABORATORY, SECTOR 36-A,",chandigarh_pdfs/w0010213.pdf
214,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 30A , (Room No. 1 ), Sector-30-A","SECTOR 30B # 1266 to 1480, GURUNANAK KHALSA SR.SCHOOL SEC.30B, OLD AGE HOME & SEVA CENTRE SEC.30B, GURUDWARA SHRI HARGOVIND SAHIB SEC.30B, VISHKARMA MANDIR SEC.30B,IETE BUILDING SEC-30","RAJESH KUMAR  S.E.P.H CIRCLE, SECTOR 9 CHD",chandigarh_pdfs/w0010214.pdf
215,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 30A , (Room No.6 ), Sector-30-A","SECTOR 30B # 1481 to 1638,",HARI SINGH  SEPH GIRL .,chandigarh_pdfs/w0010215.pdf
216,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 30A , (Room No. 4), Sector-30-A","SECTOR 30B # 1639 to 1692, BLOCK A CSIO COLONY SEC.30, BLOCK B CSIO COLONY SEC.30, BLOCK C CSIO COLONY SEC.30, BLOCK D CSIO COLONY SEC.30, BLOCK F CSIO COLONY SEC.30, BLOCK S CSIO COLONY SEC.30, SCF SEC.30B, MES CSIO SEC.30, DIRECTOR KOTHI CSIO SEC.30, SCO SEC.30, BLOCK SA SEC.30",HIMANSHU ABBI  REGISTAR PANJAB UNIVERSITY SECTOR 14,chandigarh_pdfs/w0010216.pdf
217,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, INDUSTRIAL AREA COLONY, PHASE-I , (Room No. 3), Industrial Area Phase-1","New Power House Colony Plot Ind Area Phase 1 # 1 E to 160 C, CPDO Campus , Poultary Farm# 1/1 to 1/20 DispensaryInd. Area PH.I, fire Station Ind. Area, BBMB Colony E 1 to 56,Pt DinDyalUpadhyay Complex # 700 to 870 Chd. Housing board Store # 102 to 103 Bl",MANJIT SINGH  CHB SECTOR 9,chandigarh_pdfs/w0010217.pdf
218,Form 6  Form 7  Form 8  Form 8A,"CENTRAL POULTRY FARM, INDUSTRIAL AREA, PHASE-I , (Room No. 2), Industrial Area Phase-1",Block K Labour Colony No. 4 # 1 to 500,"JASWANT SINGH  ENFORCEMENT, ESTATE OFFICE CHD",chandigarh_pdfs/w0010218.pdf
219,Form 6  Form 7  Form 8  Form 8A,"CENTRAL POULTRY FARM, INDUSTRIAL AREA, PHASE-I , (Room No. 10 ), Industrial Area Phase-1",Block K Labour Colony No. 4 # 501 to 1700,SUNIL KAMBOJ  THE CHIEF ENGINEER .,chandigarh_pdfs/w0010219.pdf
220,Form 6  Form 7  Form 8  Form 8A,"C.T. U DM, COMPLEX , INDUSTRIAL AREA PHASE-I , (Room No. 10 ), Industrial Area Phase-1","Block L Ind. Area Labour Colony No.4 # 1 to 468, BlockM Ind. Area Labour Colony No.4 # 1 to 85",BASANT KUMAR  CCET DIPLOMA WING SECTOR 26,chandigarh_pdfs/w0010220.pdf
221,Form 6  Form 7  Form 8  Form 8A,"C.T. U DM, COMPLEX , INDUSTRIAL AREA PHASE-I , (Room No. 9 ), Industrial Area Phase-1","Block C Ind. Area Labour Colony No.4 # 1 to 282, Block D Ind. Area Labour Colony No.4 # 1 D to 157",BHAGWAN SINGH  C.H.B. SECTOR 9,chandigarh_pdfs/w0010221.pdf
222,Form 6  Form 7  Form 8  Form 8A,"C.T. U DM, COMPLEX , INDUSTRIAL AREA PHASE-I , (Room No. 6 ), Industrial Area Phase-1",Block E Ind. Area Labour Colony No.4 # 1 E to 540,RANDHIR SINGH  ASST. DIRECTOR MALARIA SECTOR 9,chandigarh_pdfs/w0010222.pdf
223,Form 6  Form 7  Form 8  Form 8A,"C.T. U DM, COMPLEX , INDUSTRIAL AREA PHASE-I , (Room No. 7 ), Industrial Area Phase-1","Block H Ind. Area Labour Colony No.4 # 1 H to 237 , Block J Ind. Area Labour Colony No.4 # 1 J to 325",JAGJIT SINGH  DIVISIONAL LIBRARY SECTOR 34,chandigarh_pdfs/w0010223.pdf
224,Form 6  Form 7  Form 8  Form 8A,"33 K.V. SUB STATION, INDUSTRIAL AREA PHASE-I , (Room No. 10 ), Industrial Area Phase-1",Block F Ind. Area Labour Colony No.4 # 1 F to 200F,RUPINDER THAKUR  CP 4 ADDL. DLX. BUILDING SECTOR 9,chandigarh_pdfs/w0010224.pdf
225,Form 6  Form 7  Form 8  Form 8A,"33 K.V. SUB STATION, INDUSTRIAL AREA PHASE-I , (Room No. 7 ), Industrial Area Phase-1",Ind Area PH.1 # 1 to 360 M.W,PREM CHAND SHARMA  ARCHITECTRE COLLEGE SECTOR 12,chandigarh_pdfs/w0010225.pdf
226,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, INDUSTRIAL AREA COLONY , (Room No. 1), Industrial Area Phase-1",Block I Ind. Area Labour Colony No.4 # 1 I to 265,ASHOK KUMAR  GHS MAULI JAGRAN COLONY,chandigarh_pdfs/w0010226.pdf
227,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, INDUSTRIAL AREA COLONY , (Room No. 2 ), Industrial Area Phase-1","Block G Ind. Area Labour Colony No.4 # 1 G to 265, Sanjay Labour Colony Ind Area PH.1 # 1 to 1025, Kabari Market Sanjay Labour Colony Indl. Area Ph.1",DILBAR SINGH  PRINCIPAL GOVT. COLL. FOR BOYS SECTOR 11,chandigarh_pdfs/w0010227.pdf
228,Form 6  Form 7  Form 8  Form 8A,"C.T. U DM, COMPLEX , INDUSTRIAL AREA PHASE-I , (Room No. 11), Industrial Area Phase-1",Block B Ind. Area Labour Colony No.4 # 1 to 519,"NARPINDER SINGH  ESIC SECTOR 19, CHANDIGARH",chandigarh_pdfs/w0010228.pdf
229,Form 6  Form 7  Form 8  Form 8A,"33 K.V. SUB STATION, INDUSTRIAL AREA PHASE-I , (Room No. 11), Industrial Area Phase-1",Block F Ind. Area Labour Colony No.4 # 201 F to 684 F,"TIRATH RAI  ESIC OFFICE SECTOR 19, CHD",chandigarh_pdfs/w0010229.pdf
230,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SEC. 31C , , Sector-31-D","Sector 31, Plot No 2. Shed Ind. Area PH.2 H.No. 44 to 1066, Gurudwara Singh Sabha Indl. Area PH.2, Shiv Manas Mandir Airforce, 66 KVA Power House Indl. Area PH.2 H,No. 9 to 9/66, Sector 31 A H.No. 1 to 754,Sector 31 C H. No. 2001 to 3000.Sector 31 B H. No. 1100 to 2000, Sector 31 D H. No. 3001 to 3683, S.C.O Sector 31 D, SCF Sector 31 D H.No. 53 to 86, Kendriya Vidhyalaya Sector 31 A, Shiv Mandir Sector 31, Jagan Nath Mandir Sector 31 D, 3BRD Officer Residence Campus H.No. 1 to 20, Baba Balak Nath Mandir 31A, Airforce Shiv Mandir KV Campus Sector 31",KAVITA DEVI  GMSSS SECTOR 10,chandigarh_pdfs/w0010230.pdf
231,Form 6  Form 7  Form 8  Form 8A,"SAUPNS SCHOOL, SECTOR 32 A , (Room No.NL 209 ), Sector-32-A","SECTOR 32A # 201 to 288 AND 301 to 380, IB CAMPUS SECTOR 32A OPPOSITE NIRMAN # 7 to 14 & 23 to 54, ITBP CAMPUS SEC 32A OPPOSITE NIRMANBLOCK 117 # 1 to 14, ITBP CAMPUS SEC 32AOPPOSITE NIRMAN BLOCK 118 # 1 to 28, ITBP CAMPUS SEC 32A OPPOSITE NIRMAN BLOCK 119 # 6 to 12, 20 to 25, 31 to 34 & 37 to 40, ITBP CAMPUS SEC 32A OPPOSITE SECTOR 32D MARKET BLOCK 100 # 1 to 12, ITBP CAMPUS SEC 32A OPPOSITE SECTOR 32D MARKET BLOCK 101 # 1 to 12, ITBP CAMPUS SEC 32A OPPOSITE SECTOR 32D MARKET BLOCK 102 # 1 to 12, ITBP CAMPUS SEC 32A OPPOSITE SECTOR 32D MARKET BLOCK 103 # 1 to 12, ITBP CAMPUS SEC 32A OPPOSITE SECTOR 32D MARKET BLOCK 104 # 1 to 12, ITBP CAMPUS SEC 32A OPPOSITE SECTOR 32D MARKET BLOCK 105 # 1 to 12, ITBP CAMPUS SEC 32A OPPOSITE SECTOR 32D MARKET BLOCK 107 # 1 to 12, ITBP CAMPUS SEC 32A OPPOSITE SECTOR 32D MARKET BLOCK 108 # 1 to 12, ITBP CAMPUS SEC 32A OPPOSITE SECTOR 32D MARKET BLOCK 110 # 1 to 12, ITBP CAMPUS SEC 32A OPPOSITE SECTOR 32D MARKET BLOCK 111 # 1 to 12, ITBP CAMPUS SEC 32A OPPOSITE SECTOR 32D MARKET BLOCK 114 # 1 to 12, ITBP CAMPUS SEC 32A OPPOSITE SECTOR 32D MARKET BLOCK 115 # 1 to 12, ITBP CAMPUS SEC 32A OPPOSITE SECTOR 32D MARKET BLOCK 116 # 1 to 12, ITBP & IB OFFICERS RESIDENCE SEC.32A BLOCK 122 # 1 to 11, ITBP & IB OFFICERS RESIDENCE SEC.32A BLOCK 123 # 1 to 11, ITBP & IB OFFICERS RESIDENCE SEC.32A BLOCK 126 # 1 to 11, ITBP & IB OFFICERS RESIDENCE SEC.32A BLOCK 128 # 1 to 11, ITBP & IB OFFICERS RESIDENCE SEC.32A BLOCK 129 # 1 to 11, ITBP & IB OFFICERS RESIDENCE SEC.32A BLOCK 130 # 1 to 11, ITBP & IB OFFICERS RESIDENCE SEC.32A BLOCK 131 # 1 to 11, ITBP & IB OFFICERS RESIDENCE SEC.32A BLOCK 133 # 1 to 11, ITBP & IB OFFICERS RESIDENCE SEC.32A BLOCK 136 # 1 to 11, ITBP & IB OFFICERS RESIDENCE SEC.32A BLOCK 138 # 1 to 11, ITBP & IB OFFICERS RESIDENCE SEC.32A BLOCK 139 # 1 to 11",KRISHAN LAL YADAV  GOVT.I.T.I. FOR WOMEN SECTOR 11,chandigarh_pdfs/w0010231.pdf
232,Form 6  Form 7  Form 8  Form 8A,"SAUPNS SCHOOL, SECTOR 32 A , , Sector-32-A","SECTOR32A #381 to 522, TUBE WELL SEC.32A, SURVEY OF INDIA SEC.32A # 551 to 669, DEFENCE AUDIT COLONY SEC.32A # 660 to 690, WATER WORKS SEC 32A # 801 to 810, ST. SAUPIN'S SCHOOL SEC 32A , PRACHIN HANUMAN MANDIR SEC.32A, TAXI STAND SEC.32A,",KIRAN SALWAN  ASSTT.F&A .,chandigarh_pdfs/w0010232.pdf
233,Form 6  Form 7  Form 8  Form 8A,"GOVT MODEL SENIOR SECONDARY SCHOOL , SECTOR 32D , , Sector-32D","GMCH NURSING HOSTEL SEC.32C, GMCH COMPLEX SEC.32C # 1102 to 1224, 1501 to 1524& 1601 to 1616, MATA CHINTPURANI MANDIR, ST. ANNE'S SCHOOL SEC.32C, BLOCK NO. 2001 SEC.32C # 1 to 40, BLOCK NO. 2002 SEC.32C # 1 to 40, BLOCK NO. 2003 SEC.32C # 1 to 20, BLOCK NO.2004 SEC 32C # 1 to 20, DHOBI GHAT SEC.32C #1 to 20, FIRE STATION SEC.32C # 1 to 8, GMCH BOYS HOSTEL SEC.32C",KANWALJIT  CSIO SECTOR 30,chandigarh_pdfs/w0010233.pdf
234,Form 6  Form 7  Form 8  Form 8A,"GOVT MODEL SENIOR SECONDARY SCHOOL , SECTOR 32D , (Room No. 13 ), Sector-32-D","BLOCK NO.2005 SEC 32C # 1 to 40, BLOCK NO.2006 SEC 32C # 1 to 40, BLOCK NO. 2007 SECTOR 32C # 1 to 40, BLOCK NO. 2008 SECTOR 32C # 1 to 40, BLOCK NO. 2009 SECTOR 32C # 1 to 40, BLOCK NO. 2010 SECTOR 32C # 1 to 40, SATYANARAYAN MANDIR SEC 32C,","NAVEEN MADAAN  MCC,SECTOR 17, CHD",chandigarh_pdfs/w0010234.pdf
235,Form 6  Form 7  Form 8  Form 8A,"GOVT MODEL SENIOR SECONDARY SCHOOL , SECTOR 32D , (Room No. 14), Sector-32-D","BLOCK NO. 2011 SECTOR 32C # 1 to 40, BLOCK NO. 2012 SECTOR 32C # 1 to 40, BLOCK NO. 2013 SECTOR 32C # 1 to 40, BLOCK NO. 2014 SECTOR 32C # 1 to 40, BLOCK NO. 2015 SECTOR 32C # 1 to 40, BLOCK NO. 2016 SECTOR 32C # 1 to 40, SANTAN DHARAM MANDIR SEC.32C, PANDIT MOHAN LAL SCHOOL SEC.32C, GMSSS SEC.32C, GISRC SEC.32C , GGDSD COLLEGE SEC to 32C,",VIJAY KUMAR  S.C.E.R.T. SECTOT 32,chandigarh_pdfs/w0010235.pdf
236,Form 6  Form 7  Form 8  Form 8A,"GOVT HIGH SCHOOL , SECTOR 32D , , Sector-32-D","BLOCK NO. 2017 SECTOR 32C # 1 to 40, SECTOR 32D # 3001 to 3400,",DEEPAK PAWAR  S.C.E.R.T. SECTOT 32,chandigarh_pdfs/w0010236.pdf
237,Form 6  Form 7  Form 8  Form 8A,"GOVT HIGH SCHOOL , SECTOR 32D , , Sector-32-D","SECTOR 32D # 3401 to 3450 & 3501 to 3880, SCO SEC.32D, ARYA SAMAJ MANDIR SEC.32D, BALMIKI MANDIR SEC.32D , GOVT HIGH SCHOOL SEC.32D",SURENDER KUMAR  GMHS SEC-28,chandigarh_pdfs/w0010237.pdf
238,Form 6  Form 7  Form 8  Form 8A,"GOVT. MIDDLE SCHOOL,SECTOR 33B , (Room No. 1 ), Sector-33-B","SECTOR 33A # 1 to 124, 151 to 222 & 251 to 285, GULATI BHAWAN SEC.33A, BJP OFFICE SEC.33A, ADVETPUR SATSANG BHAWAN SEC.33A, RAJYOG BHAWAN BRAHMKUMARI'S ASHARAM SEC.33A,",MOHIT MUJNAL  P.G.G.C.G. SECTOR 11,chandigarh_pdfs/w0010238.pdf
239,Form 6  Form 7  Form 8  Form 8A,"GOVT. MIDDLE SCHOOL,SECTOR 33B , (Room No.2 ), Sector-33-B","SECTOR 33A # 286 to 334 & 401 to 468, COMMUNITY CENTRE SEC.33B , CRECH SEC.33B, SECTOR 33B # 501 to 600 , GOVT. MIDDLE SCHOOL SEC.33B",RAHUL BHARDWAJ  SDE PUNJAB .,chandigarh_pdfs/w0010239.pdf
240,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SR. SEC. SCHOOL, SECTOR 33B , NURSARY ROOM, Sector-33-B","SECTOR 33B # 601 to 671 , 701 to 712 & 801 to 848, SECTOR 33C # 1101 to 1290, KRISHAN MANDIR SECTOR 33C, SCO SECTOR 33",MADAN LAL SAINI  PRINTING AND STATIONARY DEPTT SECTOR 18 A,chandigarh_pdfs/w0010240.pdf
241,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SR. SEC. SCHOOL, SECTOR 33B , LKG ROOM, Sector-33-B","CIVIL DISPENSARY SECTOR 33D, KENDRIYA VIDHLAYA SEC 33 , SECTOR 33C # 1291 to 1404, SECTOR 33D # 1501 to 1546, 1561 to 1608, 1651 to 1747 & 1801 to 1812, SEVA BHARTI SECTOR 33D",JEEVAN VERMA  GSSSS-BEHLANA,chandigarh_pdfs/w0010241.pdf
242,Form 6  Form 7  Form 8  Form 8A,"GOVT MODEL HIGH SCHOOL, SECTOR 34C , (Room No. 1 )G.F, Sector-34-C","SECTOR 34C # 1101 to 1320, POLICE COMPLEX 1 TO 181B, SCO SECTOR 34C, NEW CRECHE SECTOR 34C,",SUNIL VERMA  GOVT. MIDDLE SCHOOL POCKET NO.6 MANIMAJRA,chandigarh_pdfs/w0010242.pdf
243,Form 6  Form 7  Form 8  Form 8A,"GOVT MODEL HIGH SCHOOL, SECTOR 34C , (Room No. 5), Sector-34-C","SECTOR 34C # 1321 to 1444, SECTOR 34D # 1501 to 1630, SHRI RADHA MADHAV MANDIR SECTOR 34C, GMHS SECTOR 34C,","GURUDASS TARAFDAR  EE PROJECT, PH DIV NO. 1 9",chandigarh_pdfs/w0010243.pdf
244,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 35D , (Room No.6), Sector-34-C","SECTOR 34D # 1631 to 2000, DISPENCRY SECTOR 34C, ALL INDIA RADIO SECTOR 34C, GURUDWARA SAHIB SECTOR 34C, D BLOCK HOMEOPATHIK DISPENCRY SEC.34C,","MONIKA RANI SOOD  GMS-52, CHD",chandigarh_pdfs/w0010244.pdf
245,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 35D , (Room No. 1), Sector-35-D","SECTOR 35A # 1 to 510, QUITE OFFICE # 3 to 1, SIDH BABA BERI WALA, MARKFED REST HOUSE,",GOPAL KRISHAN  PEC SECTOR 12,chandigarh_pdfs/w0010245.pdf
246,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, SECTOR 35D , (Room No. 1), Sector-35-D","SECTOR 35A 511 to 934, SECTOR 35B # 1001 to 1250, GGS. SR. SEC. SCHOOL SEC.35B, GURUDWARA SEC.35B, BBMB COLONY SEC.35B, DEFENCE COLONY SEC.35B, INDIAN MEDICAL ASSOCIATION SEC.35B,",SURINDER KUMAR  SDO CONS. OFFICE SECTOR 14,chandigarh_pdfs/w0010246.pdf
247,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, SECTOR 35D , (Room No. 2), Sector-35-D","SECTOR 35B # 1251 to 1625, SECTOR 35C # 2001 to 2300, CHURCH SEC.35B, CONGRESS BHAWAN SEC.35C, RADHA SWAMI BHAWAN SEC.35C, CIVIL DISPENSARY, SEC.35C, PRACHIN KALA KENDER, SEC.35B, SCO,",MUKESH KAMAL  CP DIV.NO.3 SECTOR 16,chandigarh_pdfs/w0010247.pdf
248,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, SECTOR 35D , (Room No. 3), Sector-35-D","SECTOR 35C # 2301 to 2576, SECTOR 35D # 3001 to 3075",PARDEEP KUMAR  DAV COLLEGE SECTOR 10,chandigarh_pdfs/w0010248.pdf
249,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 35D , (Room No. 2), Sector-35-D","SECTOR 35D # 3076 to 3370, GMSSS SEC.35, BANGA BHAWAN SEC.35D",JOGINDER SINGH  PEC SECTOR 12,chandigarh_pdfs/w0010249.pdf
250,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 35D , (Room No. 3 ) , Sector-35-D","SECTOR 35D # 3371 TO END, SCF SEC. 35D, HOTEL GK INTERNATIONAL SEC.35, SCO SEC.35D, BOOTHS SEC.35D",NAIB SINGH  ELECT. DIV. NO1,chandigarh_pdfs/w0010250.pdf
251,Form 6  Form 7  Form 8  Form 8A,"MCM COLLEGE FOR WOMEN, SECTOR 36 , (Room No. 1 ) , Sector-36","BBMB SECTOR 36A # 1 to 28, RAJASTHAN IRRIGATION COLONY # 29 to 33, BSNL COLONY # 34 to 39, SECTOR 36A # 101 to 237, SECTR 36B # 501 to 615,",SURENDER KUMAR  MCC SECTOR 17,chandigarh_pdfs/w0010251.pdf
252,Form 6  Form 7  Form 8  Form 8A,"GURU NANAK PUBLIC SCHOOL, SECTOR 36 , (Room No. 1), Sector-36","SECTOR 36B # 616 to 724, SECTOR 36D # 1501 to 1635, GUGA MADI SEC.36B , DEV SAMAJ MANDIR SEC., MCMDAV COLLEGE SEC.36A, DEV SAMAJ COLLEGE SEC.36, ALIYANS FRANCHISE SECTOR 36A, GURU NANAK PUBLIC SCHOOL SEC.36D, HARE KRISHAN DHAM SEC.36, SCO SEC 36B, KALA SAGAR SEC.36, HORTICULTURE MALI MAKAN SEC.36, SECTOR 36C # 1001 to 1160, HOSTEL COMLEX MESS GNPS SECTOR 36D",RAJINDER SINGH  MCPH DIV.3,chandigarh_pdfs/w0010252.pdf
253,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, SECTOR 37B , (Room No. 7 ), Sector-37-B","SECTOR 37A # 201 to 294, 301 to 373 & 401 to 471, Dr. Ambedkar Bhawan Plot NO.1 # 1 to 1, BJP Office, Plot No. 3 #1 to 1, Rotary and Blood Bank Society Plot no.4 #1 to 2, Officer Banglow, Water Works, Play Way Model School #1 to 3, Megh doot Colony (Post Office Colony) #101 to 108, 117 to 132, Doordarshan Complex, SECTOR 37B #a1 to a2, SECTOR 37B #B1 to B2, 1001 to 1020,",BEANT SINGH  PEC SECTOR 12,chandigarh_pdfs/w0010253.pdf
254,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, SECTOR 37B , (Room No. 3), Sector-37-B","SECTOR 37B #1021 to 1290, Water works Sec to 37B,# 1 to 8C, GMSSS,SEC.37B, WATER WORKS COMPLEX,",KULDEEP SINGH  MC SECTOR 17,chandigarh_pdfs/w0010254.pdf
255,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, SECTOR 37B , (Room No. 1), Sector-37-B","SECTOR 37B #1291 to 1480, SECTOR 37C #2001 to 2041, Sanatan dharma mandir,","ASHOK KUMAR  PGGC SECTOR 11, CHD",chandigarh_pdfs/w0010255.pdf
256,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 37C , (Room No. 2), Sector-37-C","SECTOR 37C #2042 to 2228, GMHS, SECTOR 37C",MANJU BALA  Animal Husbandry 22,chandigarh_pdfs/w0010256.pdf
257,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 37C , (Room No. 4), Sector-37-C","SECTOR 37C # 2229 to 2480, Govt. Cretch,SECTOR 37C, SCO,SECTOR 37 #172 to 174, 11 KVA Sub to Station SEC.37",TEK CHAND  CHB SECTOR 9-D,chandigarh_pdfs/w0010257.pdf
258,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, SECTOR 37C , (Room No. Computer Room), Sector-37-C","SECTOR 37C #2481 to 2770, Gurudwara Sahib #1 to 29,",RAJINDER SINGH  MALARIA DEPTT,chandigarh_pdfs/w0010258.pdf
259,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, SECTOR 37C , (Room No. Work Experience), Sector-37-C","SECTOR 37C # 2771 to 2864, 2901 to 2996, SECTOR 37D # 3001 to 3095",DALBIR SINGH  XEN PROJECT PH .,chandigarh_pdfs/w0010259.pdf
260,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL , (Room No. VI C), Sector-37-C","SECTOR 37D # 3096 to 3265, 3350 to 3367, 3401 to 3118 &3460 to 3475, Ayurvedic Dispensary, SEC.37B, Gurudwara campus Quarters",AMRIK SINGH  CTU IND AREA,chandigarh_pdfs/w0010260.pdf
261,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL , (Room No. VI D), Sector-37-C","SECTOR 37D # 3476 to 3990, SECTOR 37C,Custom colony #4001 to 4132,",TARA DEVI  SOCIAL WELFARE,chandigarh_pdfs/w0010261.pdf
262,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , (Room No. 10 ), Sector-38-B","SECTOR 38A #6 to 370, Jain Shiksha Sansthan",MUKESH  MC SECTOR 17,chandigarh_pdfs/w0010262.pdf
263,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , (Room No. 7), Sector-38-B","SECTOR 38A #371 to 670, Anganwari SEC.38A",DAVINDER SINGH  GSSS SECTOR 40-B,chandigarh_pdfs/w0010263.pdf
264,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , (Room No. 8), Sector-38-B","SECTOR 38A # 671 to 902, SECTOR 38B #1001 to 1050, SECTOR 38B(GHS), Fire station SECTOR 38C, New cretch Bal Bhawan 38B, Gurudwara SEC.38B,.",SUNIL KUMAR  MUSEUM & ART GALLERY SECTOR 10,chandigarh_pdfs/w0010264.pdf
265,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , SECTOR 38B , (Room No. 9), Sector-38-B","SECTOR 38B # 1051 to 1618, SECTOR 38C # 2001 to 2200, JBT TEACHER .",NARINDER KAUR SOCIAL WELFARE,chandigarh_pdfs/w0010265.pdf
266,Form 6  Form 7  Form 8  Form 8A,"S.D. SAINI PUBLIC SCHOOL, SECTOR 38C , (Room No. 1) , Sector-38-C","SECTOR 38C # 2201 to 2510, Civil Dispensary, SEC.38C, Maintenance Office, COMMUUNITY CENTRE","HARPREET SINGH  GMHS, SECTOR 42-B",chandigarh_pdfs/w0010266.pdf
267,Form 6  Form 7  Form 8  Form 8A,"S.D. SAINI PUBLIC SCHOOL, SECTOR 38C , (Room No. 1), Sector-38-C",SECTOR 38C #2511 to 2700,KRISHAN GOPAL  PEC SECTOR 12,chandigarh_pdfs/w0010267.pdf
268,Form 6  Form 7  Form 8  Form 8A,"S.D. SAINI PUBLIC SCHOOL, SECTOR 38C , (Room No. 1), Sector-38-C","SECTOR 38C (S.D. Saini PB School), SECTOR 38C #2701 to 3000, SECTOR 38D #3001 to 3100,",RANDHIR SINGH  SDE MC MANIMAJRA,chandigarh_pdfs/w0010268.pdf
269,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 38 D , (Room No. 1), Sector-38-D","SECTOR 38D #3101 to 3290, GMHS SEC.38D,","PRAFOLLO PRADHANO  ENVIRONMENT DEPTT, PARYAVARAN BHAWAN, SEC-19",chandigarh_pdfs/w0010269.pdf
270,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 38 D , (Room No. 8), SECTOR 38-D","SECTOR 38D #3291 to 3563, Anganwari Centre SEC.38D #1 to 2",NARINDER KUMAR  ACCOUNT BRANCH SECTOR 14,chandigarh_pdfs/w0010270.pdf
271,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 38(WEST) , (Room No. 3), SECTOR 38 (WEST)","SECTOR 38W #4600 to 4750, Govt.Model High School, 38W","PAWAN SINGH  GHS DADUMAJRA,",chandigarh_pdfs/w0010271.pdf
272,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 38(WEST) , (Room No. 8 ), SECTOR 38 (WEST)",SECTOR 38W #4751 to 4950,SEEMA RANI  SOCIAL WELFARE DEPATMENT,chandigarh_pdfs/w0010272.pdf
273,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 38(WEST) , (Room No. 9), SECTOR 38 (WEST)",SECTOR 38W # 4951 to 5120,GURMEET SINGH  CTU IND AREA,chandigarh_pdfs/w0010273.pdf
